"ent_mun","indicador","2015","2016"
"31016","con_piso_tierra",2.92,NA
"32051","con_piso_tierra",2.92,NA
"19042","con_piso_tierra",2.94,NA
"31045","con_piso_tierra",2.94,NA
"32010","con_piso_tierra",2.94,NA
"21097","con_piso_tierra",2.96,NA
"15120","con_piso_tierra",2.97,NA
"15099","con_piso_tierra",2.98,NA
"16076","con_piso_tierra",2.98,NA
"32006","con_piso_tierra",2.98,NA
"32031","con_piso_tierra",2.98,NA
"14085","con_piso_tierra",2.99,NA
"29021","con_piso_tierra",3,NA
"05007","con_piso_tierra",3.01,NA
"13075","con_piso_tierra",3.01,NA
"28022","con_piso_tierra",3.01,NA
"31008","con_piso_tierra",3.01,NA
"31084","con_piso_tierra",3.01,NA
"20350","con_piso_tierra",3.02,NA
"27014","con_piso_tierra",3.02,NA
"11036","con_piso_tierra",3.03,NA
"32018","con_piso_tierra",3.03,NA
"22014","con_piso_tierra",3.04,NA
"32004","con_piso_tierra",3.04,NA
"08005","con_piso_tierra",3.06,NA
"23005","con_piso_tierra",3.06,NA
"18018","con_piso_tierra",3.07,NA
"19018","con_piso_tierra",3.07,NA
"29038","con_piso_tierra",3.07,NA
"29046","con_piso_tierra",3.07,NA
"31001","con_piso_tierra",3.07,NA
"15106","con_piso_tierra",3.08,NA
"20305","con_piso_tierra",3.08,NA
"26024","con_piso_tierra",3.08,NA
"14120","con_piso_tierra",3.09,NA
"22010","con_piso_tierra",3.09,NA
"05013","con_piso_tierra",3.1,NA
"20034","con_piso_tierra",3.1,NA
"26037","con_piso_tierra",3.12,NA
"32011","con_piso_tierra",3.12,NA
"13083","con_piso_tierra",3.13,NA
"28033","con_piso_tierra",3.14,NA
"11008","con_piso_tierra",3.16,NA
"21198","con_piso_tierra",3.16,NA
"31049","con_piso_tierra",3.16,NA
"26027","con_piso_tierra",3.17,NA
"22006","con_piso_tierra",3.18,NA
"30179","con_piso_tierra",3.18,NA
"13074","con_piso_tierra",3.19,NA
"13056","con_piso_tierra",3.2,NA
"05023","con_piso_tierra",3.23,NA
"26065","con_piso_tierra",3.24,NA
"13029","con_piso_tierra",3.25,NA
"01004","con_piso_tierra",3.26,NA
"05004","con_piso_tierra",3.26,NA
"31047","con_piso_tierra",3.26,NA
"02003","con_piso_tierra",3.28,NA
"08056","con_piso_tierra",3.28,NA
"19036","con_piso_tierra",3.28,NA
"28010","con_piso_tierra",3.28,NA
"32001","con_piso_tierra",3.28,NA
"14081","con_piso_tierra",3.29,NA
"14114","con_piso_tierra",3.29,NA
"06002","con_piso_tierra",3.3,NA
"08036","con_piso_tierra",3.3,NA
"14023","con_piso_tierra",3.3,NA
"32034","con_piso_tierra",3.3,NA
"19016","con_piso_tierra",3.31,NA
"19021","con_piso_tierra",3.31,NA
"25015","con_piso_tierra",3.31,NA
"26070","con_piso_tierra",3.31,NA
"15107","con_piso_tierra",3.32,NA
"16045","con_piso_tierra",3.32,NA
"32023","con_piso_tierra",3.32,NA
"10039","con_piso_tierra",3.33,NA
"15075","con_piso_tierra",3.33,NA
"19049","con_piso_tierra",3.33,NA
"27004","con_piso_tierra",3.33,NA
"29055","con_piso_tierra",3.33,NA
"14016","con_piso_tierra",3.35,NA
"21096","con_piso_tierra",3.35,NA
"32054","con_piso_tierra",3.37,NA
"14100","con_piso_tierra",3.38,NA
"14123","con_piso_tierra",3.38,NA
"31017","con_piso_tierra",3.38,NA
"31037","con_piso_tierra",3.38,NA
"08010","con_piso_tierra",3.39,NA
"20079","con_piso_tierra",3.39,NA
"26036","con_piso_tierra",3.4,NA
"30042","con_piso_tierra",3.4,NA
"13039","con_piso_tierra",3.41,NA
"14029","con_piso_tierra",3.42,NA
"16030","con_piso_tierra",3.42,NA
"21136","con_piso_tierra",3.42,NA
"11022","con_piso_tierra",3.43,NA
"29014","con_piso_tierra",3.44,NA
"18016","con_piso_tierra",3.45,NA
"28001","con_piso_tierra",3.46,NA
"32048","con_piso_tierra",3.46,NA
"13022","con_piso_tierra",3.47,NA
"15060","con_piso_tierra",3.47,NA
"10012","con_piso_tierra",3.49,NA
"25012","con_piso_tierra",3.49,NA
"32024","con_piso_tierra",3.5,NA
"02005","con_piso_tierra",3.51,NA
"15095","con_piso_tierra",3.51,NA
"17011","con_piso_tierra",3.51,NA
"29007","con_piso_tierra",3.51,NA
"30008","con_piso_tierra",3.51,NA
"14015","con_piso_tierra",3.53,NA
"14091","con_piso_tierra",3.53,NA
"25002","con_piso_tierra",3.53,NA
"15072","con_piso_tierra",3.54,NA
"10027","con_piso_tierra",3.56,NA
"26018","con_piso_tierra",3.56,NA
"26045","con_piso_tierra",3.56,NA
"11001","con_piso_tierra",3.57,NA
"19051","con_piso_tierra",3.57,NA
"32014","con_piso_tierra",3.59,NA
"16044","con_piso_tierra",3.6,NA
"18015","con_piso_tierra",3.6,NA
"18004","con_piso_tierra",3.61,NA
"11013","con_piso_tierra",3.62,NA
"13040","con_piso_tierra",3.62,NA
"26021","con_piso_tierra",3.62,NA
"29042","con_piso_tierra",3.62,NA
"11017","con_piso_tierra",3.64,NA
"15083","con_piso_tierra",3.64,NA
"21119","con_piso_tierra",3.64,NA
"32039","con_piso_tierra",3.64,NA
"21128","con_piso_tierra",3.66,NA
"07063","con_piso_tierra",3.67,NA
"01007","con_piso_tierra",3.68,NA
"29006","con_piso_tierra",3.68,NA
"32028","con_piso_tierra",3.69,NA
"13044","con_piso_tierra",3.7,NA
"26043","con_piso_tierra",3.71,NA
"08057","con_piso_tierra",3.72,NA
"14109","con_piso_tierra",3.72,NA
"16108","con_piso_tierra",3.72,NA
"32047","con_piso_tierra",3.73,NA
"22017","con_piso_tierra",3.74,NA
"32015","con_piso_tierra",3.74,NA
"30096","con_piso_tierra",3.76,NA
"19022","con_piso_tierra",3.77,NA
"26035","con_piso_tierra",3.78,NA
"30162","con_piso_tierra",3.78,NA
"15051","con_piso_tierra",3.8,NA
"11037","con_piso_tierra",3.81,NA
"26050","con_piso_tierra",3.81,NA
"26059","con_piso_tierra",3.81,NA
"30139","con_piso_tierra",3.81,NA
"32012","con_piso_tierra",3.81,NA
"02001","con_piso_tierra",3.82,NA
"29015","con_piso_tierra",3.82,NA
"13077","con_piso_tierra",3.83,NA
"16043","con_piso_tierra",3.85,NA
"20381","con_piso_tierra",3.85,NA
"29051","con_piso_tierra",3.85,NA
"11005","con_piso_tierra",3.86,NA
"32055","con_piso_tierra",3.86,NA
"14075","con_piso_tierra",3.88,NA
"30193","con_piso_tierra",3.88,NA
"31046","con_piso_tierra",3.88,NA
"14052","con_piso_tierra",3.89,NA
"15002","con_piso_tierra",3.89,NA
"30066","con_piso_tierra",3.89,NA
"32016","con_piso_tierra",3.89,NA
"32035","con_piso_tierra",3.89,NA
"28002","con_piso_tierra",3.9,NA
"15062","con_piso_tierra",3.92,NA
"20518","con_piso_tierra",3.92,NA
"14104","con_piso_tierra",3.93,NA
"15045","con_piso_tierra",3.93,NA
"19028","con_piso_tierra",3.93,NA
"31076","con_piso_tierra",3.93,NA
"19033","con_piso_tierra",3.97,NA
"19037","con_piso_tierra",3.97,NA
"29044","con_piso_tierra",3.97,NA
"26022","con_piso_tierra",3.98,NA
"29057","con_piso_tierra",3.98,NA
"02004","con_piso_tierra",3.99,NA
"13011","con_piso_tierra",3.99,NA
"14089","con_piso_tierra",3.99,NA
"19041","con_piso_tierra",3.99,NA
"10018","con_piso_tierra",4.01,NA
"29041","con_piso_tierra",4.01,NA
"13066","con_piso_tierra",4.02,NA
"31070","con_piso_tierra",4.02,NA
"30043","con_piso_tierra",4.04,NA
"28005","con_piso_tierra",4.05,NA
"32022","con_piso_tierra",4.06,NA
"15014","con_piso_tierra",4.07,NA
"28023","con_piso_tierra",4.07,NA
"15036","con_piso_tierra",4.08,NA
"15053","con_piso_tierra",4.08,NA
"29048","con_piso_tierra",4.08,NA
"15055","con_piso_tierra",4.09,NA
"30009","con_piso_tierra",4.09,NA
"04004","con_piso_tierra",4.1,NA
"26006","con_piso_tierra",4.11,NA
"19005","con_piso_tierra",4.12,NA
"30208","con_piso_tierra",4.12,NA
"08063","con_piso_tierra",4.13,NA
"11023","con_piso_tierra",4.14,NA
"11042","con_piso_tierra",4.14,NA
"28037","con_piso_tierra",4.14,NA
"14045","con_piso_tierra",4.15,NA
"20505","con_piso_tierra",4.15,NA
"26040","con_piso_tierra",4.15,NA
"21007","con_piso_tierra",4.16,NA
"04006","con_piso_tierra",4.17,NA
"21080","con_piso_tierra",4.17,NA
"13057","con_piso_tierra",4.19,NA
"31071","con_piso_tierra",4.2,NA
"13008","con_piso_tierra",4.21,NA
"15026","con_piso_tierra",4.21,NA
"16019","con_piso_tierra",4.21,NA
"28003","con_piso_tierra",4.21,NA
"09009","con_piso_tierra",4.22,NA
"16060","con_piso_tierra",4.22,NA
"21140","con_piso_tierra",4.22,NA
"26061","con_piso_tierra",4.22,NA
"31034","con_piso_tierra",4.23,NA
"32052","con_piso_tierra",4.23,NA
"13023","con_piso_tierra",4.24,NA
"20198","con_piso_tierra",4.24,NA
"32040","con_piso_tierra",4.24,NA
"06007","con_piso_tierra",4.25,NA
"15122","con_piso_tierra",4.27,NA
"07118","con_piso_tierra",4.28,NA
"11046","con_piso_tierra",4.28,NA
"14084","con_piso_tierra",4.28,NA
"20122","con_piso_tierra",4.28,NA
"25006","con_piso_tierra",4.28,NA
"31035","con_piso_tierra",4.28,NA
"14101","con_piso_tierra",4.29,NA
"08033","con_piso_tierra",4.3,NA
"27013","con_piso_tierra",4.3,NA
"30031","con_piso_tierra",4.3,NA
"30054","con_piso_tierra",4.3,NA
"13041","con_piso_tierra",4.31,NA
"21070","con_piso_tierra",4.31,NA
"30004","con_piso_tierra",4.31,NA
"31063","con_piso_tierra",4.31,NA
"14098","con_piso_tierra",4.32,NA
"21108","con_piso_tierra",4.33,NA
"22007","con_piso_tierra",4.33,NA
"10011","con_piso_tierra",4.34,NA
"21117","con_piso_tierra",4.34,NA
"32033","con_piso_tierra",4.34,NA
"10006","con_piso_tierra",4.35,NA
"20440","con_piso_tierra",4.35,NA
"15019","con_piso_tierra",4.36,NA
"10005","con_piso_tierra",4.37,NA
"13005","con_piso_tierra",4.37,NA
"15093","con_piso_tierra",4.37,NA
"16004","con_piso_tierra",4.38,NA
"29004","con_piso_tierra",4.39,NA
"15102","con_piso_tierra",4.4,NA
"19045","con_piso_tierra",4.4,NA
"16088","con_piso_tierra",4.41,NA
"26005","con_piso_tierra",4.41,NA
"29053","con_piso_tierra",4.41,NA
"11034","con_piso_tierra",4.42,NA
"30048","con_piso_tierra",4.42,NA
"31025","con_piso_tierra",4.42,NA
"15084","con_piso_tierra",4.43,NA
"16071","con_piso_tierra",4.43,NA
"17032","con_piso_tierra",4.43,NA
"31033","con_piso_tierra",4.43,NA
"31019","con_piso_tierra",4.44,NA
"22009","con_piso_tierra",4.46,NA
"24008","con_piso_tierra",4.46,NA
"07028","con_piso_tierra",4.47,NA
"29039","con_piso_tierra",4.47,NA
"07050","con_piso_tierra",4.49,NA
"13001","con_piso_tierra",4.49,NA
"20409","con_piso_tierra",4.49,NA
"32053","con_piso_tierra",4.49,NA
"07009","con_piso_tierra",4.5,NA
"16023","con_piso_tierra",4.5,NA
"24051","con_piso_tierra",4.5,NA
"29032","con_piso_tierra",4.5,NA
"10020","con_piso_tierra",4.51,NA
"13050","con_piso_tierra",4.51,NA
"14043","con_piso_tierra",4.51,NA
"22003","con_piso_tierra",4.51,NA
"30012","con_piso_tierra",4.51,NA
"10022","con_piso_tierra",4.52,NA
"13052","con_piso_tierra",4.52,NA
"27009","con_piso_tierra",4.52,NA
"29034","con_piso_tierra",4.53,NA
"30067","con_piso_tierra",4.53,NA
"19017","con_piso_tierra",4.54,NA
"21001","con_piso_tierra",4.54,NA
"10007","con_piso_tierra",4.57,NA
"11004","con_piso_tierra",4.57,NA
"23003","con_piso_tierra",4.57,NA
"31092","con_piso_tierra",4.57,NA
"10008","con_piso_tierra",4.58,NA
"14024","con_piso_tierra",4.58,NA
"32042","con_piso_tierra",4.58,NA
"14064","con_piso_tierra",4.59,NA
"21137","con_piso_tierra",4.6,NA
"28041","con_piso_tierra",4.6,NA
"11012","con_piso_tierra",4.61,NA
"15039","con_piso_tierra",4.61,NA
"20053","con_piso_tierra",4.61,NA
"04003","con_piso_tierra",4.62,NA
"08040","con_piso_tierra",4.62,NA
"20488","con_piso_tierra",4.62,NA
"30057","con_piso_tierra",4.62,NA
"26020","con_piso_tierra",4.63,NA
"31104","con_piso_tierra",4.63,NA
"14059","con_piso_tierra",4.64,NA
"20390","con_piso_tierra",4.64,NA
"30192","con_piso_tierra",4.64,NA
"30136","con_piso_tierra",4.65,NA
"31055","con_piso_tierra",4.65,NA
"14050","con_piso_tierra",4.66,NA
"20293","con_piso_tierra",4.66,NA
"31057","con_piso_tierra",4.67,NA
"31073","con_piso_tierra",4.67,NA
"16027","con_piso_tierra",4.69,NA
"26033","con_piso_tierra",4.69,NA
"28043","con_piso_tierra",4.7,NA
"26030","con_piso_tierra",4.72,NA
"27016","con_piso_tierra",4.72,NA
"26048","con_piso_tierra",4.73,NA
"28021","con_piso_tierra",4.73,NA
"30093","con_piso_tierra",4.73,NA
"29037","con_piso_tierra",4.74,NA
"29060","con_piso_tierra",4.74,NA
"14088","con_piso_tierra",4.75,NA
"15016","con_piso_tierra",4.75,NA
"20267","con_piso_tierra",4.76,NA
"20400","con_piso_tierra",4.78,NA
"24022","con_piso_tierra",4.79,NA
"30023","con_piso_tierra",4.79,NA
"32038","con_piso_tierra",4.79,NA
"16053","con_piso_tierra",4.8,NA
"15059","con_piso_tierra",4.81,NA
"32044","con_piso_tierra",4.81,NA
"10004","con_piso_tierra",4.82,NA
"15073","con_piso_tierra",4.82,NA
"30128","con_piso_tierra",4.82,NA
"14080","con_piso_tierra",4.83,NA
"25001","con_piso_tierra",4.83,NA
"30082","con_piso_tierra",4.83,NA
"15065","con_piso_tierra",4.85,NA
"30045","con_piso_tierra",4.85,NA
"30105","con_piso_tierra",4.86,NA
"26047","con_piso_tierra",4.87,NA
"16103","con_piso_tierra",4.9,NA
"26017","con_piso_tierra",4.9,NA
"29016","con_piso_tierra",4.9,NA
"14094","con_piso_tierra",4.92,NA
"30186","con_piso_tierra",4.92,NA
"10017","con_piso_tierra",4.93,NA
"11026","con_piso_tierra",4.93,NA
"17009","con_piso_tierra",4.93,NA
"11028","con_piso_tierra",4.94,NA
"28035","con_piso_tierra",4.94,NA
"21125","con_piso_tierra",4.95,NA
"16070","con_piso_tierra",4.96,NA
"24030","con_piso_tierra",4.96,NA
"30037","con_piso_tierra",4.96,NA
"07079","con_piso_tierra",4.98,NA
"29003","con_piso_tierra",4.98,NA
"30204","con_piso_tierra",4.98,NA
"13017","con_piso_tierra",4.99,NA
"26055","con_piso_tierra",4.99,NA
"30011","con_piso_tierra",4.99,NA
"31010","con_piso_tierra",4.99,NA
"20005","con_piso_tierra",5,NA
"13060","con_piso_tierra",5.01,NA
"18012","con_piso_tierra",5.01,NA
"16074","con_piso_tierra",5.02,NA
"30079","con_piso_tierra",5.03,NA
"31036","con_piso_tierra",5.03,NA
"21164","con_piso_tierra",5.06,NA
"07029","con_piso_tierra",5.07,NA
"16095","con_piso_tierra",5.08,NA
"29059","con_piso_tierra",5.08,NA
"21090","con_piso_tierra",5.09,NA
"10003","con_piso_tierra",5.1,NA
"30089","con_piso_tierra",5.1,NA
"26009","con_piso_tierra",5.11,NA
"29030","con_piso_tierra",5.11,NA
"13071","con_piso_tierra",5.12,NA
"15070","con_piso_tierra",5.12,NA
"24007","con_piso_tierra",5.12,NA
"13065","con_piso_tierra",5.14,NA
"30044","con_piso_tierra",5.14,NA
"30119","con_piso_tierra",5.14,NA
"11032","con_piso_tierra",5.16,NA
"10013","con_piso_tierra",5.17,NA
"16011","con_piso_tierra",5.18,NA
"18003","con_piso_tierra",5.18,NA
"20256","con_piso_tierra",5.19,NA
"21174","con_piso_tierra",5.19,NA
"30065","con_piso_tierra",5.2,NA
"11039","con_piso_tierra",5.21,NA
"13003","con_piso_tierra",5.21,NA
"21024","con_piso_tierra",5.21,NA
"21104","con_piso_tierra",5.21,NA
"13035","con_piso_tierra",5.22,NA
"14121","con_piso_tierra",5.22,NA
"31097","con_piso_tierra",5.22,NA
"29040","con_piso_tierra",5.23,NA
"13067","con_piso_tierra",5.25,NA
"14113","con_piso_tierra",5.25,NA
"31081","con_piso_tierra",5.26,NA
"32009","con_piso_tierra",5.26,NA
"20194","con_piso_tierra",5.27,NA
"20213","con_piso_tierra",5.27,NA
"30016","con_piso_tierra",5.27,NA
"11030","con_piso_tierra",5.28,NA
"22012","con_piso_tierra",5.33,NA
"08031","con_piso_tierra",5.35,NA
"31089","con_piso_tierra",5.35,NA
"23009","con_piso_tierra",5.38,NA
"15046","con_piso_tierra",5.4,NA
"31069","con_piso_tierra",5.41,NA
"03001","con_piso_tierra",5.42,NA
"07101","con_piso_tierra",5.42,NA
"17018","con_piso_tierra",5.42,NA
"30166","con_piso_tierra",5.42,NA
"31075","con_piso_tierra",5.42,NA
"16036","con_piso_tierra",5.43,NA
"32036","con_piso_tierra",5.43,NA
"06008","con_piso_tierra",5.44,NA
"16105","con_piso_tierra",5.45,NA
"15022","con_piso_tierra",5.46,NA
"15048","con_piso_tierra",5.46,NA
"24058","con_piso_tierra",5.46,NA
"14004","con_piso_tierra",5.49,NA
"29024","con_piso_tierra",5.49,NA
"21211","con_piso_tierra",5.5,NA
"21009","con_piso_tierra",5.51,NA
"28020","con_piso_tierra",5.51,NA
"14040","con_piso_tierra",5.52,NA
"30190","con_piso_tierra",5.52,NA
"16106","con_piso_tierra",5.53,NA
"14070","con_piso_tierra",5.54,NA
"20235","con_piso_tierra",5.54,NA
"21063","con_piso_tierra",5.54,NA
"15011","con_piso_tierra",5.56,NA
"16104","con_piso_tierra",5.56,NA
"29029","con_piso_tierra",5.56,NA
"30027","con_piso_tierra",5.58,NA
"23004","con_piso_tierra",5.6,NA
"10038","con_piso_tierra",5.61,NA
"20160","con_piso_tierra",5.61,NA
"06004","con_piso_tierra",5.63,NA
"28030","con_piso_tierra",5.63,NA
"30053","con_piso_tierra",5.65,NA
"30084","con_piso_tierra",5.67,NA
"14092","con_piso_tierra",5.68,NA
"15115","con_piso_tierra",5.68,NA
"21015","con_piso_tierra",5.68,NA
"22002","con_piso_tierra",5.68,NA
"26071","con_piso_tierra",5.68,NA
"13055","con_piso_tierra",5.69,NA
"20352","con_piso_tierra",5.69,NA
"14086","con_piso_tierra",5.7,NA
"21165","con_piso_tierra",5.7,NA
"13064","con_piso_tierra",5.71,NA
"16067","con_piso_tierra",5.71,NA
"20043","con_piso_tierra",5.71,NA
"15001","con_piso_tierra",5.73,NA
"20290","con_piso_tierra",5.74,NA
"29023","con_piso_tierra",5.74,NA
"30116","con_piso_tierra",5.74,NA
"07116","con_piso_tierra",5.75,NA
"22018","con_piso_tierra",5.75,NA
"14066","con_piso_tierra",5.76,NA
"21171","con_piso_tierra",5.77,NA
"30196","con_piso_tierra",5.77,NA
"31021","con_piso_tierra",5.77,NA
"10025","con_piso_tierra",5.78,NA
"30177","con_piso_tierra",5.79,NA
"31003","con_piso_tierra",5.79,NA
"10015","con_piso_tierra",5.8,NA
"16068","con_piso_tierra",5.8,NA
"13047","con_piso_tierra",5.81,NA
"13068","con_piso_tierra",5.83,NA
"26063","con_piso_tierra",5.86,NA
"29020","con_piso_tierra",5.86,NA
"14049","con_piso_tierra",5.88,NA
"28011","con_piso_tierra",5.88,NA
"14106","con_piso_tierra",5.9,NA
"15116","con_piso_tierra",5.9,NA
"20106","con_piso_tierra",5.9,NA
"29028","con_piso_tierra",5.9,NA
"14011","con_piso_tierra",5.91,NA
"29058","con_piso_tierra",5.91,NA
"31056","con_piso_tierra",5.92,NA
"10001","con_piso_tierra",5.93,NA
"22004","con_piso_tierra",5.93,NA
"15105","con_piso_tierra",5.94,NA
"07097","con_piso_tierra",5.95,NA
"14107","con_piso_tierra",5.95,NA
"26064","con_piso_tierra",5.95,NA
"20174","con_piso_tierra",5.96,NA
"11007","con_piso_tierra",5.97,NA
"15031","con_piso_tierra",5.97,NA
"22011","con_piso_tierra",5.97,NA
"26025","con_piso_tierra",5.98,NA
"15098","con_piso_tierra",5.99,NA
"22005","con_piso_tierra",6,NA
"32049","con_piso_tierra",6.01,NA
"25009","con_piso_tierra",6.02,NA
"15089","con_piso_tierra",6.03,NA
"20096","con_piso_tierra",6.04,NA
"08064","con_piso_tierra",6.05,NA
"10021","con_piso_tierra",6.05,NA
"16003","con_piso_tierra",6.05,NA
"24056","con_piso_tierra",6.05,NA
"32045","con_piso_tierra",6.05,NA
"13012","con_piso_tierra",6.06,NA
"20157","con_piso_tierra",6.06,NA
"15086","con_piso_tierra",6.07,NA
"29018","con_piso_tierra",6.07,NA
"14096","con_piso_tierra",6.08,NA
"15028","con_piso_tierra",6.08,NA
"15103","con_piso_tierra",6.08,NA
"17006","con_piso_tierra",6.08,NA
"30038","con_piso_tierra",6.08,NA
"21181","con_piso_tierra",6.1,NA
"17008","con_piso_tierra",6.12,NA
"29025","con_piso_tierra",6.12,NA
"21027","con_piso_tierra",6.13,NA
"27010","con_piso_tierra",6.13,NA
"15066","con_piso_tierra",6.14,NA
"16062","con_piso_tierra",6.16,NA
"20084","con_piso_tierra",6.16,NA
"11003","con_piso_tierra",6.19,NA
"20063","con_piso_tierra",6.19,NA
"20513","con_piso_tierra",6.21,NA
"31014","con_piso_tierra",6.21,NA
"28004","con_piso_tierra",6.24,NA
"30068","con_piso_tierra",6.24,NA
"30131","con_piso_tierra",6.24,NA
"30173","con_piso_tierra",6.24,NA
"13033","con_piso_tierra",6.27,NA
"18001","con_piso_tierra",6.27,NA
"13006","con_piso_tierra",6.28,NA
"31079","con_piso_tierra",6.29,NA
"29019","con_piso_tierra",6.3,NA
"06006","con_piso_tierra",6.32,NA
"07098","con_piso_tierra",6.32,NA
"25018","con_piso_tierra",6.36,NA
"14026","con_piso_tierra",6.37,NA
"16052","con_piso_tierra",6.37,NA
"31048","con_piso_tierra",6.37,NA
"31060","con_piso_tierra",6.37,NA
"30156","con_piso_tierra",6.38,NA
"15100","con_piso_tierra",6.39,NA
"32029","con_piso_tierra",6.41,NA
"24044","con_piso_tierra",6.43,NA
"22013","con_piso_tierra",6.44,NA
"24049","con_piso_tierra",6.44,NA
"25011","con_piso_tierra",6.45,NA
"06003","con_piso_tierra",6.46,NA
"17031","con_piso_tierra",6.46,NA
"30106","con_piso_tierra",6.46,NA
"07084","con_piso_tierra",6.48,NA
"31043","con_piso_tierra",6.49,NA
"15040","con_piso_tierra",6.51,NA
"13024","con_piso_tierra",6.53,NA
"13049","con_piso_tierra",6.53,NA
"15018","con_piso_tierra",6.53,NA
"13007","con_piso_tierra",6.55,NA
"21170","con_piso_tierra",6.56,NA
"30025","con_piso_tierra",6.6,NA
"07104","con_piso_tierra",6.61,NA
"11029","con_piso_tierra",6.61,NA
"14065","con_piso_tierra",6.61,NA
"21173","con_piso_tierra",6.61,NA
"32058","con_piso_tierra",6.62,NA
"15118","con_piso_tierra",6.63,NA
"21095","con_piso_tierra",6.63,NA
"21216","con_piso_tierra",6.64,NA
"20512","con_piso_tierra",6.68,NA
"07068","con_piso_tierra",6.69,NA
"28017","con_piso_tierra",6.69,NA
"13054","con_piso_tierra",6.7,NA
"24021","con_piso_tierra",6.71,NA
"32026","con_piso_tierra",6.73,NA
"21196","con_piso_tierra",6.74,NA
"27017","con_piso_tierra",6.74,NA
"14082","con_piso_tierra",6.76,NA
"21003","con_piso_tierra",6.76,NA
"16086","con_piso_tierra",6.77,NA
"25008","con_piso_tierra",6.78,NA
"28042","con_piso_tierra",6.79,NA
"13009","con_piso_tierra",6.8,NA
"20014","con_piso_tierra",6.8,NA
"20192","con_piso_tierra",6.8,NA
"17010","con_piso_tierra",6.81,NA
"24033","con_piso_tierra",6.81,NA
"14010","con_piso_tierra",6.83,NA
"30013","con_piso_tierra",6.83,NA
"20035","con_piso_tierra",6.84,NA
"14031","con_piso_tierra",6.85,NA
"28012","con_piso_tierra",6.85,NA
"29050","con_piso_tierra",6.85,NA
"20411","con_piso_tierra",6.86,NA
"20261","con_piso_tierra",6.88,NA
"20129","con_piso_tierra",6.89,NA
"20245","con_piso_tierra",6.89,NA
