"ent_mun","indicador","2015","2016"
"20187","poblacion",NA,2914
"20188","poblacion",NA,10018
"20189","poblacion",NA,2620
"20190","poblacion",NA,22776
"20191","poblacion",NA,356
"20192","poblacion",NA,1512
"20193","poblacion",NA,2774
"20194","poblacion",NA,1240
"20195","poblacion",NA,1198
"20196","poblacion",NA,384
"20197","poblacion",NA,3113
"20198","poblacion",NA,28824
"20199","poblacion",NA,686
"20200","poblacion",NA,4164
"20201","poblacion",NA,1844
"20202","poblacion",NA,4977
"20203","poblacion",NA,3288
"20204","poblacion",NA,748
"20205","poblacion",NA,17988
"20206","poblacion",NA,2305
"20207","poblacion",NA,17836
"20208","poblacion",NA,7776
"20209","poblacion",NA,640
"20210","poblacion",NA,7398
"20211","poblacion",NA,3356
"20212","poblacion",NA,2836
"20213","poblacion",NA,3446
"20214","poblacion",NA,2255
"20215","poblacion",NA,830
"20216","poblacion",NA,1485
"20217","poblacion",NA,3560
"20218","poblacion",NA,664
"20219","poblacion",NA,2532
"20220","poblacion",NA,2681
"20221","poblacion",NA,1314
"20222","poblacion",NA,1538
"20223","poblacion",NA,418
"20224","poblacion",NA,700
"20225","poblacion",NA,6198
"20226","poblacion",NA,2864
"20227","poblacion",NA,15342
"20228","poblacion",NA,769
"20229","poblacion",NA,7450
"20230","poblacion",NA,1030
"20231","poblacion",NA,3410
"20232","poblacion",NA,22855
"20233","poblacion",NA,1781
"20234","poblacion",NA,7600
"20235","poblacion",NA,3777
"20236","poblacion",NA,1606
"20237","poblacion",NA,1334
"20238","poblacion",NA,854
"20239","poblacion",NA,1120
"20240","poblacion",NA,2422
"20241","poblacion",NA,1167
"20242","poblacion",NA,10508
"20243","poblacion",NA,1818
"20244","poblacion",NA,3714
"20245","poblacion",NA,1296
"20246","poblacion",NA,657
"20247","poblacion",NA,1589
"20248","poblacion",NA,15242
"20249","poblacion",NA,3546
"20250","poblacion",NA,1245
"20251","poblacion",NA,1223
"20252","poblacion",NA,2343
"20253","poblacion",NA,2010
"20254","poblacion",NA,3624
"20255","poblacion",NA,2240
"20256","poblacion",NA,234
"20257","poblacion",NA,1202
"20258","poblacion",NA,700
"20259","poblacion",NA,2576
"20260","poblacion",NA,2508
"20261","poblacion",NA,8010
"20262","poblacion",NA,1062
"20263","poblacion",NA,3880
"20264","poblacion",NA,2406
"20265","poblacion",NA,6686
"20266","poblacion",NA,9198
"20267","poblacion",NA,302
"20268","poblacion",NA,1012
"20269","poblacion",NA,4903
"20270","poblacion",NA,1480
"20271","poblacion",NA,3790
"20272","poblacion",NA,6611
"20273","poblacion",NA,3687
"20274","poblacion",NA,1245
"20275","poblacion",NA,8298
"20276","poblacion",NA,810
"20277","poblacion",NA,13012
"20278","poblacion",NA,38214
"20279","poblacion",NA,3129
"20280","poblacion",NA,2468
"20281","poblacion",NA,352
"20282","poblacion",NA,855
"20283","poblacion",NA,1043
"20284","poblacion",NA,3038
"20285","poblacion",NA,3652
"20286","poblacion",NA,3198
"20287","poblacion",NA,330
"20288","poblacion",NA,610
"20289","poblacion",NA,1207
"20290","poblacion",NA,1045
"20291","poblacion",NA,4306
"20292","poblacion",NA,1450
"20293","poblacion",NA,18094
"20294","poblacion",NA,6631
"20295","poblacion",NA,9618
"20296","poblacion",NA,898
"20297","poblacion",NA,1976
"20298","poblacion",NA,12342
"20299","poblacion",NA,1173
"20300","poblacion",NA,7220
"20301","poblacion",NA,1553
"20302","poblacion",NA,4652
"20303","poblacion",NA,1278
"20304","poblacion",NA,804
"20305","poblacion",NA,4040
"20306","poblacion",NA,3906
"20307","poblacion",NA,10082
"20308","poblacion",NA,3012
"20309","poblacion",NA,10125
"20310","poblacion",NA,7924
"20311","poblacion",NA,572
"20312","poblacion",NA,12508
"20313","poblacion",NA,842
"20314","poblacion",NA,1786
"20315","poblacion",NA,1708
"20316","poblacion",NA,770
"20317","poblacion",NA,1400
"20319","poblacion",NA,1137
"20320","poblacion",NA,706
"20321","poblacion",NA,817
"20322","poblacion",NA,852
"20323","poblacion",NA,2153
"20324","poblacion",NA,47974
"20325","poblacion",NA,11176
"20326","poblacion",NA,5115
"20327","poblacion",NA,14310
"20328","poblacion",NA,1268
"20329","poblacion",NA,1336
"20330","poblacion",NA,4386
"20331","poblacion",NA,1017
"20332","poblacion",NA,400
"20333","poblacion",NA,2638
"20334","poblacion",NA,46830
"20335","poblacion",NA,1026
"20336","poblacion",NA,2106
"20337","poblacion",NA,6420
"20338","poblacion",NA,10558
"20339","poblacion",NA,4242
"20340","poblacion",NA,1873
"20341","poblacion",NA,230
"20342","poblacion",NA,2331
"20343","poblacion",NA,2067
"20344","poblacion",NA,2725
"20345","poblacion",NA,4402
"20346","poblacion",NA,1484
"20347","poblacion",NA,4110
"20348","poblacion",NA,9132
"20349","poblacion",NA,2016
"20350","poblacion",NA,17462
"20351","poblacion",NA,3134
"20352","poblacion",NA,4714
"20353","poblacion",NA,2180
"20354","poblacion",NA,470
"20355","poblacion",NA,718
"20356","poblacion",NA,2001
"20357","poblacion",NA,847
"20358","poblacion",NA,1902
"20359","poblacion",NA,754
"20360","poblacion",NA,3900
"20361","poblacion",NA,902
"20362","poblacion",NA,1567
"20363","poblacion",NA,2760
"20364","poblacion",NA,15227
"20365","poblacion",NA,1416
"20366","poblacion",NA,3846
"20367","poblacion",NA,4783
"20368","poblacion",NA,1888
"20369","poblacion",NA,2058
"20370","poblacion",NA,712
"20371","poblacion",NA,956
"20372","poblacion",NA,1928
"20373","poblacion",NA,439
"20374","poblacion",NA,1557
"20375","poblacion",NA,11411
"20376","poblacion",NA,347
"20377","poblacion",NA,11435
"20378","poblacion",NA,3980
"20379","poblacion",NA,3126
"20380","poblacion",NA,2020
"20381","poblacion",NA,2630
"20382","poblacion",NA,1176
"20383","poblacion",NA,664
"20384","poblacion",NA,4896
"20386","poblacion",NA,18596
"20387","poblacion",NA,2965
"20388","poblacion",NA,2676
"20389","poblacion",NA,950
"20390","poblacion",NA,50158
"20391","poblacion",NA,3562
"20392","poblacion",NA,6862
"20393","poblacion",NA,3739
"20394","poblacion",NA,2916
"20395","poblacion",NA,1991
"20396","poblacion",NA,3290
"20397","poblacion",NA,41847
"20398","poblacion",NA,4402
"20399","poblacion",NA,33695
"20400","poblacion",NA,1802
"20401","poblacion",NA,25364
"20402","poblacion",NA,1162
"20403","poblacion",NA,3311
"20404","poblacion",NA,770
"20405","poblacion",NA,2071
"20406","poblacion",NA,20666
"20407","poblacion",NA,8608
"20408","poblacion",NA,498
"20409","poblacion",NA,8438
"20410","poblacion",NA,3311
"20411","poblacion",NA,889
"20412","poblacion",NA,3554
"20413","poblacion",NA,43564
"20414","poblacion",NA,11234
"20415","poblacion",NA,5354
"20416","poblacion",NA,478
"20417","poblacion",NA,9624
"20418","poblacion",NA,12546
"20419","poblacion",NA,580
"20420","poblacion",NA,1882
"20421","poblacion",NA,4614
"20422","poblacion",NA,725
"20423","poblacion",NA,502
"20424","poblacion",NA,3977
"20425","poblacion",NA,2324
"20426","poblacion",NA,7870
"20427","poblacion",NA,16650
"20428","poblacion",NA,1914
"20429","poblacion",NA,1535
"20430","poblacion",NA,218
"20431","poblacion",NA,1856
"20432","poblacion",NA,1016
"20433","poblacion",NA,2614
"20434","poblacion",NA,4760
"20435","poblacion",NA,4388
"20436","poblacion",NA,1260
"20437","poblacion",NA,10126
"20438","poblacion",NA,1896
"20439","poblacion",NA,26632
"20440","poblacion",NA,924
"20441","poblacion",NA,8047
"20442","poblacion",NA,393
"20443","poblacion",NA,461
"20444","poblacion",NA,484
"20445","poblacion",NA,1918
"20446","poblacion",NA,6667
"20447","poblacion",NA,16248
"20448","poblacion",NA,2096
"20449","poblacion",NA,3482
"20450","poblacion",NA,12731
"20451","poblacion",NA,1133
"20452","poblacion",NA,4546
"20453","poblacion",NA,4118
"20454","poblacion",NA,3236
"20455","poblacion",NA,3062
"20456","poblacion",NA,1784
"20457","poblacion",NA,3658
"20458","poblacion",NA,986
"20459","poblacion",NA,4508
"20460","poblacion",NA,5700
"20461","poblacion",NA,618
"20462","poblacion",NA,4638
"20463","poblacion",NA,666
"20464","poblacion",NA,496
"20465","poblacion",NA,1640
"20466","poblacion",NA,12426
"20467","poblacion",NA,19481
"20468","poblacion",NA,14223
"20469","poblacion",NA,33242
"20470","poblacion",NA,4968
"20471","poblacion",NA,552
"20472","poblacion",NA,3487
"20473","poblacion",NA,1464
"20474","poblacion",NA,3456
"20475","poblacion",NA,10088
"20476","poblacion",NA,524
"20477","poblacion",NA,1434
"20478","poblacion",NA,1827
"20479","poblacion",NA,222
"20480","poblacion",NA,1021
"20481","poblacion",NA,1870
"20482","poblacion",NA,55271
"20483","poblacion",NA,10369
"20484","poblacion",NA,4374
"20485","poblacion",NA,3162
"20486","poblacion",NA,2630
"20487","poblacion",NA,2047
"20488","poblacion",NA,138
"20489","poblacion",NA,5168
"20490","poblacion",NA,3244
"20491","poblacion",NA,4286
"20492","poblacion",NA,3098
"20493","poblacion",NA,602
"20494","poblacion",NA,5274
"20495","poblacion",NA,2932
"20496","poblacion",NA,2517
"20497","poblacion",NA,4449
"20498","poblacion",NA,7418
"20499","poblacion",NA,2096
"20500","poblacion",NA,8208
"20501","poblacion",NA,1034
"20502","poblacion",NA,5900
"20503","poblacion",NA,344
"20504","poblacion",NA,1781
"20505","poblacion",NA,7708
"20506","poblacion",NA,792
"20507","poblacion",NA,3326
"20508","poblacion",NA,1588
"20509","poblacion",NA,11754
"20510","poblacion",NA,718
"20511","poblacion",NA,3750
"20512","poblacion",NA,902
"20513","poblacion",NA,8974
"20514","poblacion",NA,1087
"20515","poblacion",NA,65736
"20516","poblacion",NA,4931
"20517","poblacion",NA,6242
"20518","poblacion",NA,148
"20519","poblacion",NA,3142
"20520","poblacion",NA,7477
"20521","poblacion",NA,270
"20522","poblacion",NA,1372
"20523","poblacion",NA,1672
"20524","poblacion",NA,327
"20525","poblacion",NA,11554
"20526","poblacion",NA,17285
"20527","poblacion",NA,2927
"20528","poblacion",NA,1244
"20529","poblacion",NA,1330
"20530","poblacion",NA,3771
"20531","poblacion",NA,2652
"20532","poblacion",NA,4260
"20533","poblacion",NA,2396
"20534","poblacion",NA,4236
"20535","poblacion",NA,2964
"20536","poblacion",NA,511
"20537","poblacion",NA,6861
"20538","poblacion",NA,701
"20539","poblacion",NA,5606
"20540","poblacion",NA,7452
"20541","poblacion",NA,1773
"20542","poblacion",NA,744
"20543","poblacion",NA,5808
"20544","poblacion",NA,1050
"20545","poblacion",NA,9319
"20546","poblacion",NA,5706
"20547","poblacion",NA,933
"20548","poblacion",NA,1860
"20549","poblacion",NA,11542
"20550","poblacion",NA,5350
"20551","poblacion",NA,22078
"20552","poblacion",NA,510
"20553","poblacion",NA,10304
"20554","poblacion",NA,6116
"20555","poblacion",NA,2638
"20556","poblacion",NA,257
"20557","poblacion",NA,14721
"20558","poblacion",NA,1579
"20559","poblacion",NA,23684
"20560","poblacion",NA,6370
"20561","poblacion",NA,2856
"20562","poblacion",NA,1633
"20563","poblacion",NA,1398
"20564","poblacion",NA,1333
"20565","poblacion",NA,38878
"20566","poblacion",NA,2972
"20567","poblacion",NA,3158
"20568","poblacion",NA,1608
"20569","poblacion",NA,1664
"20570","poblacion",NA,20092
"19041","salarios_minimos",6.4,NA
"19046","salarios_minimos",9.75,NA
"19019","salarios_minimos",9.77,NA
"19026","salarios_minimos",12.06,NA
"19025","salarios_minimos",12.1,NA
"19010","salarios_minimos",12.95,NA
"19034","salarios_minimos",13.51,NA
"19021","salarios_minimos",14.18,NA
"19004","salarios_minimos",15.19,NA
"26041","salarios_minimos",15.19,NA
"19047","salarios_minimos",15.85,NA
"19006","salarios_minimos",15.87,NA
"19018","salarios_minimos",15.96,NA
"19045","salarios_minimos",16.4,NA
"22006","salarios_minimos",16.44,NA
"19009","salarios_minimos",16.53,NA
"19031","salarios_minimos",16.53,NA
"09014","salarios_minimos",17.07,NA
"19049","salarios_minimos",17.1,NA
"03008","salarios_minimos",17.13,NA
"26036","salarios_minimos",17.83,NA
"19020","salarios_minimos",17.95,NA
"19048","salarios_minimos",17.97,NA
"02004","salarios_minimos",18.24,NA
"14120","salarios_minimos",18.45,NA
"19012","salarios_minimos",18.98,NA
"14097","salarios_minimos",19.02,NA
"26030","salarios_minimos",19.24,NA
"19013","salarios_minimos",19.28,NA
"19039","salarios_minimos",19.35,NA
"20174","salarios_minimos",19.43,NA
"25006","salarios_minimos",19.61,NA
"19001","salarios_minimos",20.02,NA
"09003","salarios_minimos",20.23,NA
"08019","salarios_minimos",20.42,NA
"09016","salarios_minimos",20.63,NA
"26054","salarios_minimos",20.63,NA
"14039","salarios_minimos",20.93,NA
"16068","salarios_minimos",21.07,NA
"15054","salarios_minimos",21.14,NA
"28024","salarios_minimos",21.34,NA
"20157","salarios_minimos",21.42,NA
"20293","salarios_minimos",21.62,NA
"08004","salarios_minimos",21.66,NA
"18020","salarios_minimos",21.74,NA
"23005","salarios_minimos",21.75,NA
"30131","salarios_minimos",21.78,NA
"05034","salarios_minimos",22.05,NA
"16052","salarios_minimos",22.13,NA
"05030","salarios_minimos",22.17,NA
"26027","salarios_minimos",22.22,NA
"02002","salarios_minimos",22.35,NA
"22014","salarios_minimos",22.46,NA
"26020","salarios_minimos",22.58,NA
"19016","salarios_minimos",22.82,NA
"30206","salarios_minimos",22.93,NA
"15037","salarios_minimos",22.97,NA
"19038","salarios_minimos",23.2,NA
"06010","salarios_minimos",23.25,NA
"03009","salarios_minimos",23.4,NA
"14067","salarios_minimos",23.46,NA
"23008","salarios_minimos",23.52,NA
"09010","salarios_minimos",23.64,NA
"03003","salarios_minimos",23.91,NA
"08002","salarios_minimos",24.08,NA
"14098","salarios_minimos",24.17,NA
"09004","salarios_minimos",24.21,NA
"09002","salarios_minimos",24.34,NA
"26058","salarios_minimos",24.39,NA
"02003","salarios_minimos",24.57,NA
"20091","salarios_minimos",24.64,NA
"26048","salarios_minimos",24.74,NA
"19028","salarios_minimos",24.76,NA
"04003","salarios_minimos",24.81,NA
"06007","salarios_minimos",24.95,NA
"02005","salarios_minimos",25.02,NA
"14009","salarios_minimos",25.13,NA
"30105","salarios_minimos",25.13,NA
"05035","salarios_minimos",25.14,NA
"05018","salarios_minimos",25.19,NA
"05027","salarios_minimos",25.38,NA
"16088","salarios_minimos",25.45,NA
"19011","salarios_minimos",25.46,NA
"09012","salarios_minimos",25.6,NA
"26004","salarios_minimos",25.65,NA
"28038","salarios_minimos",25.9,NA
"11020","salarios_minimos",26.01,NA
"09015","salarios_minimos",26.07,NA
"09006","salarios_minimos",26.09,NA
"17007","salarios_minimos",26.27,NA
"17011","salarios_minimos",26.27,NA
"20390","salarios_minimos",26.28,NA
"20115","salarios_minimos",26.29,NA
"08023","salarios_minimos",26.32,NA
"15081","salarios_minimos",26.45,NA
"22011","salarios_minimos",26.76,NA
"14101","salarios_minimos",26.79,NA
"05028","salarios_minimos",26.8,NA
"30028","salarios_minimos",26.8,NA
"20350","salarios_minimos",26.83,NA
"26038","salarios_minimos",26.91,NA
"09008","salarios_minimos",26.99,NA
"30193","salarios_minimos",27.08,NA
"20385","salarios_minimos",27.09,NA
"28041","salarios_minimos",27.09,NA
"15051","salarios_minimos",27.26,NA
"08017","salarios_minimos",27.32,NA
"15106","salarios_minimos",27.32,NA
"28025","salarios_minimos",27.5,NA
"19044","salarios_minimos",27.53,NA
"05010","salarios_minimos",27.58,NA
"26067","salarios_minimos",27.58,NA
"27004","salarios_minimos",27.7,NA
"26047","salarios_minimos",27.72,NA
"13051","salarios_minimos",27.96,NA
"14093","salarios_minimos",27.96,NA
"32056","salarios_minimos",27.96,NA
"15057","salarios_minimos",28.02,NA
"26043","salarios_minimos",28.09,NA
"15020","salarios_minimos",28.15,NA
"15062","salarios_minimos",28.16,NA
"15024","salarios_minimos",28.17,NA
"32017","salarios_minimos",28.26,NA
"14083","salarios_minimos",28.43,NA
"19037","salarios_minimos",28.44,NA
"20409","salarios_minimos",28.44,NA
"24028","salarios_minimos",28.45,NA
"23001","salarios_minimos",28.5,NA
"09017","salarios_minimos",28.64,NA
"15121","salarios_minimos",28.73,NA
"14070","salarios_minimos",28.74,NA
"26019","salarios_minimos",28.74,NA
"19042","salarios_minimos",28.76,NA
"11015","salarios_minimos",28.81,NA
"15104","salarios_minimos",28.84,NA
"11025","salarios_minimos",28.85,NA
"15028","salarios_minimos",29,NA
"14125","salarios_minimos",29.03,NA
"26017","salarios_minimos",29.09,NA
"26039","salarios_minimos",29.11,NA
"16075","salarios_minimos",29.15,NA
"20079","salarios_minimos",29.24,NA
"25012","salarios_minimos",29.25,NA
"15044","salarios_minimos",29.29,NA
"05025","salarios_minimos",29.33,NA
"15013","salarios_minimos",29.33,NA
"05013","salarios_minimos",29.34,NA
"28032","salarios_minimos",29.42,NA
"14023","salarios_minimos",29.52,NA
"23003","salarios_minimos",29.57,NA
"13013","salarios_minimos",29.58,NA
"05032","salarios_minimos",29.65,NA
"18017","salarios_minimos",29.66,NA
"14030","salarios_minimos",29.7,NA
"08021","salarios_minimos",29.76,NA
"20403","salarios_minimos",29.83,NA
"30040","salarios_minimos",29.88,NA
"14063","salarios_minimos",29.89,NA
"01001","salarios_minimos",29.9,NA
"14050","salarios_minimos",29.98,NA
"24009","salarios_minimos",30.08,NA
"14044","salarios_minimos",30.1,NA
"14015","salarios_minimos",30.12,NA
"14114","salarios_minimos",30.16,NA
"20067","salarios_minimos",30.19,NA
"14018","salarios_minimos",30.25,NA
"05022","salarios_minimos",30.3,NA
"16083","salarios_minimos",30.44,NA
"11031","salarios_minimos",30.48,NA
"20030","salarios_minimos",30.49,NA
"21114","salarios_minimos",30.7,NA
"20227","salarios_minimos",30.73,NA
"20084","salarios_minimos",30.76,NA
"08062","salarios_minimos",30.8,NA
"15059","salarios_minimos",30.82,NA
"20375","salarios_minimos",30.82,NA
"26034","salarios_minimos",30.9,NA
"23009","salarios_minimos",30.91,NA
"28007","salarios_minimos",30.96,NA
"26035","salarios_minimos",31,NA
"28009","salarios_minimos",31.03,NA
"08052","salarios_minimos",31.11,NA
"15058","salarios_minimos",31.12,NA
"01005","salarios_minimos",31.15,NA
"15002","salarios_minimos",31.21,NA
"15115","salarios_minimos",31.32,NA
"14037","salarios_minimos",31.33,NA
"15095","salarios_minimos",31.34,NA
"28022","salarios_minimos",31.41,NA
"20045","salarios_minimos",31.45,NA
"10007","salarios_minimos",31.48,NA
"14022","salarios_minimos",31.48,NA
"15108","salarios_minimos",31.54,NA
"15053","salarios_minimos",31.67,NA
"15093","salarios_minimos",31.68,NA
"15055","salarios_minimos",31.75,NA
"02001","salarios_minimos",31.76,NA
"09005","salarios_minimos",31.76,NA
"15046","salarios_minimos",31.78,NA
"19040","salarios_minimos",31.79,NA
"26070","salarios_minimos",31.79,NA
"15035","salarios_minimos",31.8,NA
"28027","salarios_minimos",31.8,NA
"25018","salarios_minimos",31.91,NA
"06002","salarios_minimos",31.97,NA
"13048","salarios_minimos",32.02,NA
"16053","salarios_minimos",32.04,NA
"25002","salarios_minimos",32.11,NA
"14073","salarios_minimos",32.15,NA
"14105","salarios_minimos",32.25,NA
"15039","salarios_minimos",32.26,NA
"16014","salarios_minimos",32.44,NA
"24035","salarios_minimos",32.46,NA
"15091","salarios_minimos",32.5,NA
"26018","salarios_minimos",32.51,NA
"18008","salarios_minimos",32.59,NA
"15005","salarios_minimos",32.6,NA
"20145","salarios_minimos",32.62,NA
"30065","salarios_minimos",32.66,NA
"01011","salarios_minimos",32.69,NA
"09013","salarios_minimos",32.72,NA
"28014","salarios_minimos",32.73,NA
"05019","salarios_minimos",32.76,NA
"10012","salarios_minimos",32.76,NA
"15029","salarios_minimos",32.9,NA
"15120","salarios_minimos",32.91,NA
"30087","salarios_minimos",33.02,NA
"16087","salarios_minimos",33.08,NA
"14055","salarios_minimos",33.14,NA
"10005","salarios_minimos",33.18,NA
"14107","salarios_minimos",33.21,NA
"15103","salarios_minimos",33.24,NA
"14002","salarios_minimos",33.26,NA
"15060","salarios_minimos",33.27,NA
"15092","salarios_minimos",33.3,NA
"14005","salarios_minimos",33.35,NA
"14085","salarios_minimos",33.36,NA
"20338","salarios_minimos",33.37,NA
"15010","salarios_minimos",33.38,NA
"16102","salarios_minimos",33.42,NA
"08059","salarios_minimos",33.43,NA
"19029","salarios_minimos",33.44,NA
"22005","salarios_minimos",33.46,NA
"11007","salarios_minimos",33.47,NA
"05003","salarios_minimos",33.54,NA
"28003","salarios_minimos",33.62,NA
"14111","salarios_minimos",33.63,NA
"15069","salarios_minimos",33.73,NA
"14086","salarios_minimos",33.83,NA
"03002","salarios_minimos",33.85,NA
"25001","salarios_minimos",33.94,NA
"13010","salarios_minimos",33.99,NA
"19022","salarios_minimos",34.09,NA
"29033","salarios_minimos",34.14,NA
"11017","salarios_minimos",34.2,NA
"05017","salarios_minimos",34.24,NA
"15099","salarios_minimos",34.27,NA
"08058","salarios_minimos",34.3,NA
"14013","salarios_minimos",34.35,NA
"25015","salarios_minimos",34.39,NA
"05026","salarios_minimos",34.43,NA
"08060","salarios_minimos",34.48,NA
"27013","salarios_minimos",34.52,NA
"17008","salarios_minimos",34.59,NA
"14036","salarios_minimos",34.65,NA
"30204","salarios_minimos",34.72,NA
"26060","salarios_minimos",34.76,NA
"06005","salarios_minimos",34.82,NA
"12038","salarios_minimos",34.86,NA
"32032","salarios_minimos",34.88,NA
"15096","salarios_minimos",34.95,NA
"22012","salarios_minimos",34.98,NA
"08011","salarios_minimos",34.99,NA
"26029","salarios_minimos",35,NA
"30118","salarios_minimos",35.03,NA
"26013","salarios_minimos",35.04,NA
"14051","salarios_minimos",35.09,NA
"14121","salarios_minimos",35.14,NA
"05031","salarios_minimos",35.2,NA
"30039","salarios_minimos",35.21,NA
"16045","salarios_minimos",35.22,NA
"13069","salarios_minimos",35.25,NA
"15018","salarios_minimos",35.26,NA
"17009","salarios_minimos",35.41,NA
"08032","salarios_minimos",35.42,NA
"19015","salarios_minimos",35.43,NA
"21041","salarios_minimos",35.43,NA
"08045","salarios_minimos",35.59,NA
"26061","salarios_minimos",35.65,NA
"12029","salarios_minimos",35.68,NA
"17018","salarios_minimos",35.76,NA
"26055","salarios_minimos",35.76,NA
"26014","salarios_minimos",35.77,NA
"13076","salarios_minimos",35.87,NA
"19050","salarios_minimos",35.9,NA
"19023","salarios_minimos",35.94,NA
"26023","salarios_minimos",35.95,NA
"15022","salarios_minimos",35.98,NA
"30048","salarios_minimos",36,NA
"16089","salarios_minimos",36.02,NA
"09007","salarios_minimos",36.04,NA
"19035","salarios_minimos",36.09,NA
"14003","salarios_minimos",36.12,NA
"07101","salarios_minimos",36.13,NA
"19033","salarios_minimos",36.16,NA
"30082","salarios_minimos",36.2,NA
"15019","salarios_minimos",36.25,NA
"15110","salarios_minimos",36.29,NA
"01006","salarios_minimos",36.3,NA
"08054","salarios_minimos",36.32,NA
"14058","salarios_minimos",36.32,NA
"14077","salarios_minimos",36.37,NA
"20247","salarios_minimos",36.4,NA
"20083","salarios_minimos",36.42,NA
"14103","salarios_minimos",36.55,NA
"14008","salarios_minimos",36.66,NA
"15083","salarios_minimos",36.68,NA
"26056","salarios_minimos",36.72,NA
"16105","salarios_minimos",36.73,NA
"17028","salarios_minimos",36.78,NA
"30044","salarios_minimos",36.79,NA
"19032","salarios_minimos",36.85,NA
"28033","salarios_minimos",36.87,NA
"15025","salarios_minimos",36.9,NA
"03001","salarios_minimos",36.92,NA
"15076","salarios_minimos",36.92,NA
"19002","salarios_minimos",36.96,NA
"14072","salarios_minimos",36.99,NA
"22016","salarios_minimos",37.08,NA
"17012","salarios_minimos",37.16,NA
"08006","salarios_minimos",37.18,NA
"15033","salarios_minimos",37.29,NA
"26025","salarios_minimos",37.29,NA
"06008","salarios_minimos",37.32,NA
"13061","salarios_minimos",37.36,NA
"26021","salarios_minimos",37.36,NA
"14109","salarios_minimos",37.41,NA
"15072","salarios_minimos",37.46,NA
"12075","salarios_minimos",37.48,NA
"05006","salarios_minimos",37.49,NA
"14082","salarios_minimos",37.6,NA
"26066","salarios_minimos",37.63,NA
"17029","salarios_minimos",37.64,NA
"15089","salarios_minimos",37.65,NA
"20033","salarios_minimos",37.65,NA
"20063","salarios_minimos",37.69,NA
"26062","salarios_minimos",37.73,NA
"11027","salarios_minimos",37.77,NA
"15100","salarios_minimos",37.85,NA
"20399","salarios_minimos",37.89,NA
"22017","salarios_minimos",37.93,NA
"18004","salarios_minimos",37.98,NA
"15118","salarios_minimos",38,NA
"26002","salarios_minimos",38.04,NA
"11032","salarios_minimos",38.09,NA
"15027","salarios_minimos",38.1,NA
"21125","salarios_minimos",38.1,NA
"28015","salarios_minimos",38.17,NA
"04002","salarios_minimos",38.19,NA
"13063","salarios_minimos",38.22,NA
"14001","salarios_minimos",38.27,NA
"09011","salarios_minimos",38.29,NA
"20107","salarios_minimos",38.33,NA
"08050","salarios_minimos",38.38,NA
"21140","salarios_minimos",38.38,NA
"32012","salarios_minimos",38.44,NA
"22008","salarios_minimos",38.47,NA
"14045","salarios_minimos",38.52,NA
"22007","salarios_minimos",38.6,NA
"13039","salarios_minimos",38.64,NA
"16070","salarios_minimos",38.7,NA
"05012","salarios_minimos",38.72,NA
"16043","salarios_minimos",38.76,NA
"29036","salarios_minimos",38.79,NA
"25009","salarios_minimos",38.8,NA
"26037","salarios_minimos",38.81,NA
"20553","salarios_minimos",38.85,NA
"26031","salarios_minimos",38.88,NA
"15109","salarios_minimos",38.95,NA
"08038","salarios_minimos",39.09,NA
"08048","salarios_minimos",39.13,NA
"26032","salarios_minimos",39.24,NA
"29043","salarios_minimos",39.33,NA
"08001","salarios_minimos",39.39,NA
"15067","salarios_minimos",39.39,NA
"14078","salarios_minimos",39.41,NA
"15088","salarios_minimos",39.45,NA
"14053","salarios_minimos",39.46,NA
"30026","salarios_minimos",39.48,NA
"14118","salarios_minimos",39.51,NA
"15122","salarios_minimos",39.53,NA
"16090","salarios_minimos",39.53,NA
"11021","salarios_minimos",39.55,NA
"07074","salarios_minimos",39.56,NA
"05020","salarios_minimos",39.59,NA
"26028","salarios_minimos",39.62,NA
"20014","salarios_minimos",39.65,NA
"16069","salarios_minimos",39.68,NA
"16076","salarios_minimos",39.73,NA
"16108","salarios_minimos",39.73,NA
"20178","salarios_minimos",39.75,NA
"15009","salarios_minimos",39.76,NA
"15023","salarios_minimos",39.8,NA
"15075","salarios_minimos",39.8,NA
"15070","salarios_minimos",39.9,NA
"05016","salarios_minimos",40.04,NA
"17006","salarios_minimos",40.05,NA
"32023","salarios_minimos",40.05,NA
"26001","salarios_minimos",40.13,NA
"15073","salarios_minimos",40.14,NA
"14094","salarios_minimos",40.16,NA
"20150","salarios_minimos",40.18,NA
"26016","salarios_minimos",40.19,NA
"15031","salarios_minimos",40.2,NA
"20077","salarios_minimos",40.22,NA
"17031","salarios_minimos",40.24,NA
"14110","salarios_minimos",40.25,NA
"15114","salarios_minimos",40.26,NA
"20445","salarios_minimos",40.28,NA
"14074","salarios_minimos",40.35,NA
"14059","salarios_minimos",40.37,NA
"20305","salarios_minimos",40.4,NA
"27014","salarios_minimos",40.43,NA
"14076","salarios_minimos",40.46,NA
"13077","salarios_minimos",40.48,NA
"20413","salarios_minimos",40.49,NA
"16051","salarios_minimos",40.56,NA
"15011","salarios_minimos",40.64,NA
"05029","salarios_minimos",40.7,NA
"08055","salarios_minimos",40.77,NA
"14046","salarios_minimos",40.8,NA
"26064","salarios_minimos",40.8,NA
"11041","salarios_minimos",40.84,NA
"15125","salarios_minimos",40.97,NA
"30138","salarios_minimos",41,NA
"21015","salarios_minimos",41.01,NA
"06009","salarios_minimos",41.02,NA
"08044","salarios_minimos",41.02,NA
